//Index 	 Name 				 Option1 	 Value1 	 Option2 	 Value2 	 Option3 	 Value3 	 Option4 	 Value4 	 Option5 	 Value5 	 Option6 	 Value6 	 Option7 	 Value7 	 Option8 	 Value8 	 Option9 	 Value9 	 Option10 	 Value10 	 Option11 	 Value11 	 Option12 	 Value12 	 FullOption1 	 FullValue1 	 FullOption2 	 FullValue2 	 FullOption3 	 FullValue3 	 FullOption4 	 FullValue4 	 FullOption5 	 FullValue5 	 FullOption6 	 FullValue6 	 FullOption7 	 FullValue7 	 FullOption8 	 FullValue8 	 FullOption9 	 FullValue9 
84 	 "Honor's"			 19 		 25 		 2 		 50 		 20 		 10 		 33 		 50 		 15 		 15 		 17 		 15 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 5 		 24 		 10 		 25 		 20 		 16 		 30 		 18 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
86 	 "Extremity's"			 19 		 25 		 0 		 50 		 20 		 10 		 26 		 50 		 15 		 15 		 17 		 15 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 5 		 24 		 10 		 25 		 20 		 16 		 30 		 18 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
88 	 "Conquest's"			 19 		 25 		 0 		 50 		 20 		 10 		 26 		 50 		 15 		 15 		 17 		 15 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 5 		 24 		 10 		 25 		 20 		 16 		 30 		 18 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
90 	 "Destruction's"		 19 		 25 		 0 		 50 		 20 		 10 		 26 		 50 		 15 		 15 		 17 		 15 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 5 		 24 		 10 		 25 		 20 		 16 		 30 		 18 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
92 	 "Tenacity's"			 19 		 25 		 0 		 50 		 20 		 10 		 26 		 50 		 15 		 15 		 17 		 15 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 5 		 24 		 10 		 25 		 20 		 16 		 30 		 18 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
94 	 "Apprentice Knight's"		 19 		 5 		 * 		 * 		 8 		 7 		 * 		 * 		 20 		 1 		 * 		 * 		 26 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
95 	 "Dark Knight's"		 19 		 7 		 * 		 * 		 8 		 10 		 * 		 * 		 20 		 3 		 * 		 * 		 26 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 40 		 21 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
96 	 "Apprentice Wizard's"		 7 		 7 		 * 		 * 		 19 		 7 		 * 		 * 		 20 		 1 		 * 		 * 		 27 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
97 	 "Dark Wizard's"		 7 		 10 		 * 		 * 		 19 		 10 		 * 		 * 		 20 		 3 		 * 		 * 		 27 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 40 		 21 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
98 	 "Young Elf's"			 19 		 5 		 * 		 * 		 8 		 7 		 * 		 * 		 20 		 1 		 * 		 * 		 26 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
99 	 "Elf's"			 19 		 7 		 * 		 * 		 8 		 10 		 * 		 * 		 20 		 3 		 * 		 * 		 26 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 40 		 21 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
100 	 "Apprentice Magic Knight's"	 8 		 7 		 * 		 * 		 19 		 5 		 * 		 * 		 20 		 1 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 26 		 30 		 27 		 30 		 25 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
101 	 "Magic Knight's"		 8 		 10 		 * 		 * 		 19 		 7 		 * 		 * 		 20 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 26 		 50 		 27 		 50 		 25 		 40 		 21 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
102 	 "Junior Lord's"		 19 		 5 		 * 		 * 		 8 		 7 		 * 		 * 		 20 		 1 		 * 		 * 		 26 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
103 	 "Dark Lord's"			 19 		 7 		 * 		 * 		 8 		 10 		 * 		 * 		 20 		 3 		 * 		 * 		 26 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 40 		 21 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
104 	 "Apprentice Summoner's"	 7 		 7 		 * 		 * 		 19 		 7 		 * 		 * 		 20 		 1 		 * 		 * 		 33 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
105 	 "Summoner's"			 7 		 10 		 * 		 * 		 19 		 10 		 * 		 * 		 20 		 3 		 * 		 * 		 33 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 40 		 21 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
106 	 "Apprentice Fighter's"		 10 		 20 		 * 		 * 		 8 		 7 		 * 		 * 		 20 		 1 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 26 		 30 		 25 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
107 	 "Fighter's"			 10 		 40 		 * 		 * 		 8 		 10 		 * 		 * 		 20 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 26 		 50 		 25 		 40 		 21 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
108 	 "Apprentice Lancer's"		 22 		 7 		 * 		 * 		 8 		 7 		 * 		 * 		 20 		 1 		 * 		 * 		 26 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
109 	 "Lancer's"			 22 		 10 		 * 		 * 		 8 		 10 		 * 		 * 		 20 		 3 		 * 		 * 		 26 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 40 		 21 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
110 	 "Courage's"			 19 		 30 		 0 		 70 		 20 		 15 		 26 		 75 		 16 		 35 		 18 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 7 		 24 		 15 		 25 		 30 		 15 		 18 		 17 		 18 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
111 	 "Wisdom's"			 19 		 40 		 2 		 70 		 20 		 15 		 27 		 75 		 16 		 35 		 18 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 7 		 24 		 15 		 25 		 40 		 15 		 18 		 17 		 18 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
112 	 "Speed's"			 19 		 30 		 1 		 70 		 20 		 15 		 26 		 75 		 16 		 35 		 18 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 7 		 24 		 15 		 25 		 30 		 15 		 18 		 17 		 18 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
113 	 "Chaos's"			 19 		 40 		 2 		 70 		 20 		 15 		 33 		 75 		 16 		 35 		 18 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 7 		 24 		 15 		 25 		 40 		 15 		 18 		 17 		 18 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
114 	 "Determination's"		 19 		 30 		 0 		 70 		 20 		 15 		 26 		 75 		 16 		 35 		 18 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 7 		 24 		 15 		 25 		 30 		 15 		 18 		 17 		 18 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
115 	 "Justice's"			 19 		 30 		 0 		 70 		 20 		 15 		 26 		 75 		 16 		 35 		 18 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 7 		 24 		 15 		 25 		 30 		 15 		 18 		 17 		 18 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
116 	 "Will's"			 19 		 30 		 0 		 70 		 20 		 15 		 26 		 75 		 16 		 35 		 18 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 7 		 24 		 15 		 25 		 25 		 15 		 18 		 17 		 18 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
117 	 "Retribution's"		 19 		 30 		 0 		 70 		 20 		 15 		 26 		 75 		 16 		 35 		 18 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 7 		 24 		 15 		 25 		 25 		 15 		 18 		 17 		 18 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
118 	 "Protection's"			 19 		 35 		 0 		 90 		 20 		 18 		 26 		 100 		 16 		 40 		 18 		 70 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 20 		 25 		 40 		 15 		 20 		 17 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
119 	 "Peace's"			 19 		 50 		 2 		 90 		 20 		 18 		 27 		 100 		 16 		 40 		 18 		 70 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 20 		 25 		 60 		 15 		 20 		 17 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
120 	 "Blessing's"			 19 		 35 		 1 		 90 		 20 		 18 		 26 		 100 		 16 		 40 		 18 		 70 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 20 		 25 		 40 		 15 		 20 		 17 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
121 	 "Guardian's"			 19 		 50 		 2 		 90 		 20 		 18 		 33 		 100 		 16 		 40 		 18 		 70 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 20 		 25 		 60 		 15 		 20 		 17 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
122 	 "Durability's"			 19 		 35 		 0 		 90 		 20 		 18 		 26 		 100 		 16 		 40 		 18 		 70 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 20 		 25 		 40 		 15 		 20 		 17 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
123 	 "Resolution's"			 19 		 35 		 0 		 90 		 20 		 18 		 26 		 100 		 16 		 40 		 18 		 70 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 20 		 25 		 40 		 15 		 20 		 17 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
124 	 "Endurance's"			 19 		 35 		 0 		 90 		 20 		 18 		 26 		 100 		 16 		 40 		 18 		 70 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 20 		 25 		 35 		 15 		 20 		 17 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
125 	 "Divinity's"			 19 		 35 		 0 		 90 		 20 		 18 		 26 		 100 		 16 		 40 		 18 		 70 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 20 		 25 		 35 		 15 		 20 		 17 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
126 	 "Redemption's"			 2 		 50 		 29 		 7 		 28 		 7 		 22 		 7 		 30 		 10 		 10 		 40 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 11 		 70 		 24 		 10 		 25 		 40 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
127 	 "Revival's"			 2 		 70 		 29 		 16 		 28 		 16 		 22 		 14 		 30 		 20 		 10 		 80 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 11 		 150 		 24 		 15 		 25 		 65 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
128 	 "Healing's"			 2 		 100 		 29 		 35 		 28 		 35 		 22 		 25 		 30 		 35 		 10 		 150 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 11 		 300 		 24 		 20 		 25 		 100 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
129 	 "Captivation's"		 19 		 25 		 2 		 50 		 20 		 10 		 27 		 50 		 15 		 15 		 17 		 15 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 5 		 24 		 10 		 25 		 20 		 16 		 30 		 18 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
130 	 "Corruption's"			 19 		 40 		 2 		 70 		 20 		 15 		 27 		 75 		 15 		 18 		 17 		 18 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 7 		 24 		 15 		 25 		 40 		 16 		 35 		 18 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
131 	 "Willpower's"			 19 		 50 		 2 		 90 		 20 		 18 		 27 		 100 		 15 		 20 		 17 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 20 		 25 		 60 		 16 		 40 		 18 		 70 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
132 	 "Awakening"		 19 		 40 		 0 		 100 		 20 		 18 		 120 		 0 		 124 		 4 		 123 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 25 		 122 		 2 		 15 		 20 		 17 		 20 		 31 		 2 		 * 		 * 		 * 		 * 		 * 		 * 		 
133 	 "Awakening"		 19 		 55 		 2 		 100 		 20 		 18 		 121 		 1 		 124 		 4 		 123 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 25 		 122 		 2 		 15 		 20 		 17 		 20 		 31 		 2 		 * 		 * 		 * 		 * 		 * 		 * 		 
134 	 "Awakening"		 19 		 45 		 1 		 100 		 20 		 18 		 120 		 5 		 124 		 9 		 123 		 8 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 25 		 122 		 2 		 15 		 20 		 17 		 20 		 31 		 2 		 * 		 * 		 * 		 * 		 * 		 * 		 
135 	 "Awakening"		 19 		 55 		 2 		 100 		 20 		 18 		 131 		 1 		 124 		 4 		 123 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 25 		 122 		 2 		 15 		 20 		 17 		 20 		 31 		 2 		 * 		 * 		 * 		 * 		 * 		 * 		 
136 	 "Awakening" 19 		 40 		 0 		 100 		 20 		 18 		 120 		 0 		 124 		 4 		 123 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 25 		 122 		 2 		 15 		 20 		 17 		 20 		 31 		 2 		 * 		 * 		 * 		 * 		 * 		 * 		 
137 	 "Awakening"		 19 		 55 		 0 		 100 		 20 		 18 		 120 		 5 		 124 		 9 		 123 		 8 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 25 		 122 		 2 		 15 		 20 		 17 		 20 		 31 		 2 		 * 		 * 		 * 		 * 		 * 		 * 		 
138 	 "Awakening"		 19 		 40 		 0 		 100 		 20 		 18 		 120 		 0 		 124 		 4 		 123 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 25 		 122 		 2 		 15 		 20 		 17 		 20 		 31 		 2 		 * 		 * 		 * 		 * 		 * 		 * 		 
139 	 "Awakening"		 19 		 45 		 0 		 100 		 20 		 18 		 120 		 5 		 124 		 9 		 123 		 8 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 25 		 122 		 2 		 15 		 20 		 17 		 20 		 31 		 2 		 * 		 * 		 * 		 * 		 * 		 * 		 
140 	 "Awakening"		 2 		 120 		 29 		 43 		 28 		 43 		 22 		 35 		 30 		 50 		 10 		 220 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 11 		 480 		 24 		 25 		 122 		 2 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
141 	 "Awakening" 19 		 55 		 2 		 100 		 20 		 18 		 121 		 1 		 124 		 4 		 123 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 25 		 122 		 2 		 15 		 20 		 17 		 20 		 31 		 2 		 * 		 * 		 * 		 * 		 * 		 * 		 
142 	 "Arcadin's"			 21 		 5 		 * 		 * 		 7 		 10 		 * 		 * 		 2 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 15 		 15 		 17 		 15 		 16 		 20 		 18 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
143 	 "Emile's"			 20 		 10 		 * 		 * 		 11 		 300 		 * 		 * 		 10 		 45 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 19 		 10 		 15 		 15 		 17 		 15 		 13 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
144 	 "Vengeful"			 19 		 25 		 2 		 50 		 20 		 10 		 27 		 50 		 15 		 15 		 17 		 15 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 5 		 24 		 10 		 25 		 20 		 16 		 30 		 18 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
145 	 "Cold"				 19 		 40 		 2 		 70 		 20 		 15 		 27 		 75 		 16 		 35 		 18 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 7 		 24 		 15 		 25 		 40 		 15 		 18 		 17 		 18 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
146 	 "Perth's"			 11 		 30 		 * 		 * 		 19 		 25 		 * 		 * 		 10 		 20 		 * 		 * 		 20 		 10 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 15 		 10 		 17 		 10 		 16 		 10 		 18 		 10 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
147 	 "Peihu's"			 11 		 50 		 * 		 * 		 10 		 40 		 * 		 * 		 20 		 15 		 * 		 * 		 15 		 15 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 17 		 15 		 16 		 20 		 18 		 20 		 21 		 5 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
148 	 "Apprentice Rune Mage's"	 7 		 7 		 * 		 * 		 19 		 7 		 * 		 * 		 20 		 1 		 * 		 * 		 27 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
149 	 "Rune Mage's"			 7 		 10 		 * 		 * 		 19 		 10 		 * 		 * 		 20 		 3 		 * 		 * 		 27 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 40 		 21 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
150 	 "Frosty"		 126 		 21 		 127 		 15 		 20 		 18 		 120 		 19 		 124 		 23 		 123 		 22 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 16 		 122 		 18 		 15 		 20 		 17 		 20 		 31 		 4 		 125 		 17 		 * 		 * 		 * 		 * 		 
151 	 "Frosty"			 126 		 25 		 129 		 15 		 20 		 18 		 121 		 20 		 124 		 23 		 123 		 22 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 16 		 122 		 18 		 15 		 20 		 17 		 20 		 31 		 4 		 125 		 17 		 * 		 * 		 * 		 * 		 
152 	 "Frosty"		 126 		 28 		 128 		 15 		 20 		 18 		 120 		 24 		 124 		 27 		 123 		 26 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 16 		 122 		 18 		 15 		 20 		 17 		 20 		 31 		 4 		 125 		 17 		 * 		 * 		 * 		 * 		 
153 	 "Frosty"		 126 		 25 		 129 		 15 		 20 		 18 		 131 		 20 		 124 		 23 		 123 		 22 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 16 		 122 		 18 		 15 		 20 		 17 		 20 		 31 		 4 		 125 		 17 		 * 		 * 		 * 		 * 		 
154 	 "Frosty"	 126 		 21 		 127 		 15 		 20 		 18 		 120 		 19 		 124 		 23 		 123 		 22 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 16 		 122 		 18 		 15 		 20 		 17 		 20 		 31 		 4 		 125 		 17 		 * 		 * 		 * 		 * 		 
155 	 "Frosty"			 126 		 25 		 127 		 15 		 20 		 18 		 120 		 24 		 124 		 27 		 123 		 26 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 16 		 122 		 18 		 15 		 20 		 17 		 20 		 31 		 4 		 125 		 17 		 * 		 * 		 * 		 * 		 
156 	 "Frosty"		 126 		 21 		 127 		 15 		 20 		 18 		 120 		 19 		 124 		 23 		 123 		 22 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 16 		 122 		 18 		 15 		 20 		 17 		 20 		 31 		 4 		 125 		 17 		 * 		 * 		 * 		 * 		 
157 	 "Frosty"		 126 		 28 		 127 		 15 		 20 		 18 		 120 		 24 		 124 		 27 		 123 		 26 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 16 		 122 		 18 		 15 		 20 		 17 		 20 		 31 		 4 		 125 		 17 		 * 		 * 		 * 		 * 		 
158 	 "Frosty"		 129 		 29 		 29 		 51 		 28 		 51 		 22 		 45 		 30 		 65 		 10 		 270 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 11 		 550 		 130 		 16 		 122 		 18 		 125 		 17 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
159 	 "Frosty"	 126 		 25 		 129 		 29 		 20 		 18 		 121 		 20 		 124 		 23 		 123 		 22 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 16 		 122 		 18 		 15 		 20 		 17 		 20 		 31 		 4 		 125 		 17 		 * 		 * 		 * 		 * 		 
160 	 "Obsessive"			 19 		 50 		 2 		 90 		 20 		 18 		 27 		 100 		 16 		 40 		 18 		 70 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 20 		 25 		 60 		 15 		 20 		 17 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
161 	 "Awakening"		 19 		 55 		 2 		 100 		 20 		 18 		 121 		 1 		 124 		 4 		 123 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 25 		 122 		 2 		 15 		 20 		 17 		 20 		 31 		 2 		 * 		 * 		 * 		 * 		 * 		 * 		 
162 	 "Frosty"		 126 		 25 		 129 		 15 		 20 		 18 		 121 		 20 		 124 		 23 		 123 		 22 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 16 		 122 		 18 		 15 		 20 		 17 		 20 		 31 		 4 		 125 		 17 		 * 		 * 		 * 		 * 		 
163 	 "Vesper's"			 11 		 100 		 * 		 * 		 19 		 20 		 * 		 * 		 17 		 15 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 15 		 15 		 20 		 10 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
