//========================================================
// Mastery Item S18.1-1
// OMEGA - 27/09/2022
//
// Group: 0 = Weapon , 1 = Armor
// Value:
// 0 = Blood Angel
// 1 = Dark Angel
// 2 = Holyangel
// 3 = Soul Orb
// 4 = Blue Eye
// 5 = Silver Heart
// 6 = Manticore
// 7 = Brilliant
//========================================================
// Weapons
0
//Index   Group   Value   Comment
5361	  1		  0		  //Blood Angel White Wizard Gloves 	 	
5362	  1		  1		  //Dark Angel White Wizard Gloves 	 			
5363	  1		  2		  //Holy Angel White Wizard Gloves 	 			
5364	  1		  3		  //Soul White Wizard Gloves 		 
5365	  1		  4		  //Blue Eye White Wizard Gloves 	 		
5366	  1		  5		  //Silver Heart White Wizard Gloves 	
5367	  1		  6		  //Manticore White Wizard Gloves 	 		
5368	  1		  7		  //Brilliant White Wizard Gloves 	 
5379	  1		  0		  //Blood Angel Lemuria Gloves 		
5380	  1		  1		  //Dark Angel Lemuria Gloves 				
5381	  1		  2		  //Holy Angel Lemuria Gloves 				
5382	  1		  3		  //Soul Lemuria Gloves 						
5383	  1		  4		  //Blue Eye Lemuria Gloves 				
5384	  1		  5		  //Silver Heart Lemuria Gloves 		
5385	  1		  6		  //Manticore Lemuria Gloves 				
5386	  1		  7		  //Brilliant Lemuria Gloves 		
5390	  1		  7		  //Brilliant Knight Gloves				
5391	  1		  7		  //Brilliant Wizard Gloves				
5392	  1		  7		  //Brilliant Elf Gloves				
5393	  1		  7		  //Brilliant Summoner Gloves			
5394	  1		  7		  //Brilliant Magic Gloves				
5395	  1		  7		  //Brilliant Lord Gloves				
5397	  1		  7		  //Brilliant Lancer Gloves				
5398	  1		  7		  //Brilliant Elf Gloves				
5399	  1		  7		  //Brilliant Magic Gloves				
5400	  1		  7		  //Brilliant Rune Wizard Gloves		
5401	  1		  7		  //Brilliant Slayer Gloves				
5402	  1		  7		  //Brilliant Knight Gloves [Belief]	
5403	  1		  7		  //Brilliant Gunner Gloves
5426      1       0       //Bloodangel Illusion Knight Gloves S18.1-1								
//=======================================================================
5730      1       0       //Blood Angel Knight Boots
5731      1       0       //Blood Angel Wizard Boots
5732      1       0       //Blood Angel Elf Boots (A)
5733      1       0       //Blood Angel Summoner Boots
5734      1       0       //Blood Angel Magic Boots (A)
5735      1       0       //Blood Angel Lord Boots
5736      1       0       //Blood Angel Fighter Boots
5737      1       0       //Blood Angel Lancer Boots
5738      1       3       //Awakening Soul Knight Boots
5739      1       3       //Awakening Soul Wizard Boots
5740      1       3       //Awakening Soul Elf Boots (A)
5741      1       3       //Awakening Soul Summoner Boots
5742      1       3       //Awakening Soul Magic Boots (A)
5743      1       3       //Awakening Soul Lord Boots
5744      1       3       //Awakening Soul Fighter Boots
5745      1       3       //Awakening Soul Lancer Boots
5746      1       3       //Awakening Soul Elf Boots (B)
5747      1       3       //Awakening Soul Magic Boots (B)
5754      1       0       //Blood Angel Rune Mage Boots
5755      1       1       //Dark Angel Rune Mage Boots
5759      1       2       //Holy Angel Rune Mage Boots
5760      1       3       //Awakening Soul Runist Boots
5761      1       4       //Blue Eye Runist Boots
5770      1       1       //Dark Angel Knight Boots
5771      1       1       //Dark Angel Wizard Boots
5772      1       1       //Dark Angel Elf Boots (A)
5773      1       1       //Dark Angel Summoner Boots
5774      1       1       //Dark Angel Magic Boots (A)
5775      1       1       //Dark Angel Lord Boots
5776      1       1       //Dark Angel Fighter Boots
5777      1       1       //Dark Angel Lancer Boots
5782      1       2       //Holy Angel Knight Boots
5783      1       2       //Holy Angel Wizard Boots
5784      1       2       //Holy Angel Elf Boots (A)
5785      1       2       //Holy Angel Summoner Boots
5786      1       2       //Holy Angel Magic Boots (A)
5787      1       2       //Holy Angel Lord Boots
5788      1       2       //Holy Angel Fighter Boots
5789      1       2       //Holy Angel Lancer Boots
5790      1       0       //Blood Angel Elf Boots (B)
5791      1       1       //Dark Angel Elf Boots (B)
5792      1       2       //Holy Angel Elf Boots (B)
5793      1       0       //Blood Angel Magic Boots (B)
5794      1       1       //Dark Angel Magic Boots (B)
5795      1       2       //Holy Angel Magic Boots (B)
5796      1       4       //Blue Eye Knight Boots
5797      1       4       //Blue Eye Wizard Boots
5798      1       4       //Blue Eye Elf Boots (A)
5799      1       4       //Blue Eye Summoner Boots
5800      1       4       //Blue Eye Magic Boots (A)
5801      1       4       //Blue Eye Lord Boots
5802      1       4       //Blue Eye Fighter Boots
5803      1       4       //Blue Eye Lancer Boots
5804      1       4       //Blue Eye Elf Boots (B)
5805      1       4       //Blue Eye Magic Boots (B)
5812      1       0       //Blood Angel Slayer Boots
5813      1       1       //Dark Angel Slayer Boots
5814      1       2       //Holy Angel Slayer Boots
5815      1       3       //Soul Slayer Boots
5816	  1		  4		  //Blue Eye Slayer Boots
5817	  1		  5		  //Silverheart Slayer Boots
5821      1       5       //Silverheart Knight Boots
5822      1       5       //Silverheart Wizard Boots
5823      1       5       //Silverheart Elf Boots (A)
5824      1       5       //Silverheart Summoner Boots
5825      1       5       //Silverheart Magic Boots (A)
5826      1       5       //Silverheart Lord Boots
5827      1       5       //Silverheart Fighter Boots
5828      1       5       //Silverheart Lancer Boots
5829      1       5       //Silverheart Elf Boots (B)
5830      1       5       //Silverheart Magic Boots (B)
5831      1       5       //Silverheart Runist Boots
5832	  1		  0		  //Blood Angel Knight Boots (Belief)	
5833	  1		  1		  //Dark Angel Knight Boots (Belief)	
5834	  1		  2		  //Holy Angel Knight Boots (Belief)	
5835	  1		  3		  //Soul Knight Boots (Belief)	
5836	  1		  4		  //Blue Eye Knight Boots (Belief)	
5837	  1		  5		  //Silverheart Knight Boots (Belief)	
5844	  1  	  0		  //Blood Angel Gunner Boots
5845	  1		  1		  //Dark Angel Gunner Boots
5846	  1		  2		  //Holy Angel Gunner Boots
5847	  1		  3		  //Soul Gunner Boots
5848 	  1 	  4 	  //Blue Eye Gunner Boots
5849 	  1 	  5 	  //Silver Heart Gunner Boots											
5853	  1		  6		  //Manticore Knight Boots
5854	  1		  6		  //Manticore Wizard Boots
5855	  1		  6		  //Manticore Elf Boots
5856	  1		  6		  //Manticore Summer Boots
5857	  1		  6		  //Manticore Magic Boots
5858	  1		  6		  //Manticore Lord Boots
5859	  1		  6		  //Manticore Fighter Boots
5860	  1		  6		  //Manticore Lancer Boots
5861	  1		  6		  //Manticore Elf Boots
5862	  1		  6		  //Manticore Magic Boots
5863	  1		  6		  //Manticore Rune Wizard Boots
5864	  1		  6		  //Manticore Slayer Boots
5865 	  1 	  6       //Manticore Knight Boots (Belief)
5866 	  1 	  6       //Manticore Gunner Boots	
5873	  1		  0		  //Blood Angel White Wizard Boots 		
5874	  1		  1		  //Dark Angel White Wizard Boots 				
5875	  1		  2		  //Holy Angel White Wizard Boots 				
5876	  1		  3		  //Soul White Wizard Boots 		
5877	  1		  4		  //Blue Eye White Wizard Boots 			
5878	  1		  5		  //Silver Heart White Wizard Boots 	
5879	  1		  6		  //Manticore White Wizard Boots 			
5880	  1		  7		  //Brilliant White Wizard Boots 	
5891	  1		  0		  //Blood Angel Lemuria Boots 		
5892	  1		  1		  //Dark Angel Lemuria Boots 				
5893	  1		  2		  //Holy Angel Lemuria Boots 				
5894	  1		  3		  //Soul Lemuria Boots 							
5895	  1		  4		  //Blue Eye Lemuria Boots 					
5896	  1		  5		  //Silver Heart Lemuria Boots 			
5897	  1		  6		  //Manticore Lemuria Boots 				
5898	  1		  7		  //Brilliant Lemuria Boots 		
5902	  1		  7		  //Brilliant Knight Boots				
5903	  1		  7		  //Brilliant Wizard Boots				
5904	  1		  7		  //Brilliant Elf Boots					
5905	  1		  7		  //Brilliant Summoner Boots			
5906	  1		  7		  //Brilliant Magic Boots				
5907	  1		  7		  //Brilliant Road Boots				
5908	  1		  7		  //Brilliant Fighter Boots				
5909	  1		  7		  //Brilliant Lancer Boots				
5910	  1		  7		  //Brilliant Elf Boots					
5911	  1		  7		  //Brilliant Magic Boots				
5912	  1		  7		  //Brilliant Rune Wizard Boots			
5913	  1		  7		  //Brilliant Slayer Boots				
5914	  1		  7		  //Brilliant Knight Boots [Belief]		
5915	  1		  7		  //Brilliant Gunner Boots
5938      1       0       //Bloodangel Illusion Knight Boots S18.1-1					
end
