0
//Index   Skill   Group   MinLevel   MaxLevel   ExtValue   RelatedSkill   ReplaceSkill   RequireSkill   RequireSkill
9         305     1       1          20         17         0              0              300            0
10        306     1       1          20         1          0              0              302            0
12        307     1       1          20         1          0              0              303            0
14        309     1       1          20         16         0              0              0              0
15        746     1       1          10         162        0              0              0              0
16        310     1       1          20         1          0              0              307            0
17        312     1       1          20         17         0              0              305            0
18        313     1       1          20         1          0              0              309            0
23        315     1       1          20         3          0              0              0              0
24        316     1       1          20         38         0              0              315            0
25        317     1       1          20         40         0              0              0              0
26        318     1       1          20         40         0              0              0              0
27        319     1       1          20         40         0              0              0              0
28        320     1       1          20         40         0              0              0              0
30        785     1       1          20         17         0              0              0              0
31        791     1       1          20         2          0              0              0              0
34        786     1       1          20         17         0              0              785            0
35        790     1       1          20         35         0              0              0              0
37        325     2       1          20         13         0              0              0              0
41        326     2       1          20         4          22             22             0              0
44        779     2       1          20         22         292            292            0              0
45        330     2       1          20         40         41             41             0              0
46        331     2       1          20         22         42             42             0              0
48        780     2       10         10         0          292            779            779            0
51        334     2       1          20         9          0              0              0              0
52        789     2       1          20         22         0              0              0              0
55        338     2       1          20         9          0              0              334            0
58        781     2       1          20         22         293            293            0              0
59        341     2       1          20         8          0              0              338            0
62        782     2       10         10         23         293            781            781            0
63        743     2       1          20         43         0              0              0              0
65        794     2       10         10         0          295            295            0              0
67        631     2       10         10         0          0              0              0              0
68        787     2       1          20         23         297            297            0              0
72        788     2       1          20         214        297            787            787            0
73        347     3       1          20         14         0              0              0              0
77        783     3       1          20         22         0              0              0              0
81        784     3       1          20         23         0              0              783            0
86        357     3       1          20         18         0              0              0              0
87        358     3       1          20         11         0              0              0              0
88        359     3       1          20         6          0              0              0              0
90        361     3       1          20         22         0              0              0              0
92        362     3       1          20         6          0              0              359            0
94        364     3       1          20         3          0              0              361            0
96        366     3       1          20         38         0              0              0              0
97        367     3       1          20         38         0              0              0              0
98        368     3       1          20         38         0              0              0              0
99        792     3       1          20         22         0              0              0              0
100       369     3       1          20         38         0              0              366            0
101       630     3       1          20         22         0              0              0              0
102       372     3       1          20         38         0              0              368            0
104       370     3       1          20         38         0              0              0              0
107       793     3       1          20         3          0              0              792            0
108       371     3       1          20         38         0              0              370            0
end

10
//Index   Skill   Group   MinLevel   MaxLevel   ExtValue   RelatedSkill   ReplaceSkill   RequireSkill   RequireSkill
1         300     1       1          20         37         0              0              0              0     
4         301     1       1          20         12         0              0              0              0     
6         302     1       1          20         13         0              0              0              0     
8         303     1       1          20         7          0              0              0              0     
9         305     1       1          20         17         0              0              300            0     
10        306     1       1          20         1          0              0              302            0     
12        307     1       1          20         1          0              0              303            0     
14        309     1       1          20         16         0              0              0              0     
15        746     1       1          10         162        0              0              0              0     
16        310     1       1          20         1          0              0              307            0     
17        312     1       1          20         17         0              0              305            0     
18        313     1       1          20         1          0              0              309            0     
23        315     1       1          20         3          0              0              0              0     
24        316     1       1          20         38         0              0              315            0     
25        814     1       1          20         245        0              0              0              0     
26        815     1       1          20         246        0              0              0              0     
27        816     1       1          20         247        0              0              0              0     
28        817     1       1          20         248        0              0              0              0     
30        818     1       1          20         249        0              0              0              0     
34        819     1       1          20         250        0              0              818            0     
35        626     1       1          20         35         0              0              0              0     
37        325     2       1          20         13         0              0              0              0     
49        386     2       1          20         22         0              0              0              0     
54        820     2       10         10         251        2001           2001           0              0     
58        821     2       10         20         252        2001           820            820            0     
52        334     2       1          20         9          0              0              0              0     
62        822     2       1          20         253        2001           821            821            0     
56        338     2       1          20         9          0              0              334            0     
42        823     2       1          20         254        2002           2002           0              0     
60        341     2       1          20         8          0              0              338            0     
46        824     2       1          20         255        2002           823            823            0     
64        743     2       1          20         43         0              0              0              0 
43        825     2       1          20         256        2004           2004           0              0     
47        826     2       1          20         257        2004           825            825            0 
44 	  835 	  2 	  1 	     20 	269 	   2006           2006 		 0 		0 	  
48 	  836 	  2 	  1 	     20 	270 	   2006 	  835 		 835 		0 	  
73        347     3       1          20         14         0              0              0              0     
78        831     3       1          20         262        0              0              0              0     
82        832     3       1          10         263        0              0              831            0     
86        357     3       1          20         18         0              0              0              0     
87        358     3       1          20         11         0              0              0              0     
88        359     3       1          20         6          0              0              0              0     
90        405     3       1          20         22         0              0              0              0     
92        362     3       1          20         6          0              0              359            0     
94        407     3       1          20         3          0              0              405            0     
96        366     3       1          20         38         0              0              0              0     
97        367     3       1          20         38         0              0              0              0     
98        368     3       1          20         38         0              0              0              0     
99        628     3       1          20         22         0              0              0              0     
100       369     3       1          20         38         0              0              366            0     
102       372     3       1          20         38         0              0              368            0     
104       370     3       1          20         38         0              0              0              0     
107       629     3       1          20         3          0              0              628            0     
108       371     3       1          20         38         0              0              370            0     
end    
