//Index  Name						Damage  MP      BP      Range   Radio   Delay   Type	Effect	ReqLevel	ReqEnergy	ReqLeadership	ReqKillCount	ReqGuildStatus	DivisionStat1	DivisionValue1	DivisionStat2	DivisionValue2	SkillDamageType	ElementImprintBonus	AddDamageOption   DW      DK      FE      MG      DL      SU      RF      GL      RW      SL	GC
320	"Add Strength"					40	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  0	  3	  3	  3	  0
321	"Wing of Storm Absorption PowUp"		38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
322	"Add DK Wing Defense"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
323	"Iron Defense"					1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  3	  3	  0	  0	  0
324	"Add DK Wing Damage"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
325	"Add Attack Success Rate"			13	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  0	  3	  3	  3	  3
326	"Add Cyclone Improved"				4	9	0	2	0	0	4	0	0		0		0		0		0		1		30		-1		-1		0		165			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  3	  0
327	"Add Slash Improved"				40	10	0	2	0	0	4	0	0		0		0		0		0		1		30		-1		-1		0		185			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  3	  0
328	"Add Falling Slash Improved"			17	9	0	3	0	0	4	0	0		0		0		0		0		1		30		-1		-1		0		180			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
329	"Add Lunge Improved"				17	9	0	2	0	0	4	0	0		0		0		0		0		1		30		-1		-1		0		170			0		  0	  3	  0	  0	  0	  0	  0	  3	  0	  0	  0
330	"Add Twisting Slash Improved"			40	10	10	2	3	0	4	0	0		0		0		0		0		1		40		-1		-1		0		150			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  3	  0
331	"Add Rageful Blow Improved"			22	25	22	3	4	0	3	0	0		0		0		0		0		1		150		-1		-1		0		125			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  3	  0
332	"Add Twisting Slash Enhanced"			1	22	20	2	3	0	4	0	0		0		0		0		0		1		40		-1		-1		0		150			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
333	"Add Rageful Blow Enhanced"			1	50	30	3	4	0	3	0	0		0		0		0		0		1		150		-1		-1		0		125			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
334	"Add Max HP"					9	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  0	  3	  3	  3	  3
335	"Add Weapon Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  3	  3
336	"Add Death Stab Improved"			22	15	13	4	2	0	4	0	0		0		0		0		0		1		150		-1		-1		0		105			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
338	"Add Max MP"					9	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  0	  3	  3	  3	  3
339	"Add Death Stab Enhanced"			22	30	26	4	2	0	4	0	0		0		0		0		0		1		150		-1		-1		0		105			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
340	"Add Frozen Stab Enhanced"			22	30	24	5	3	0	2	86	0		0		0		0		0		1		150		-1		-1		0		135			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
341	"Add Max BP"					8	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  0	  3	  3	  3	  3
342	"Add Death Stab Mastered"			7	30	26	4	2	0	4	0	0		0		0		0		0		1		150		-1		-1		0		105			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
343	"Add Frozen Stab Mastered"			22	30	24	5	3	0	2	86	0		0		0		0		0		1		150		-1		-1		0		135			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
344	"Add Blood Storm"				25	87	29	3	4	5000	4	0	0		0		0		0		0		1		200		-1		-1		0		138			0		  0	  3	  0	  3	  0	  0	  0	  0	  0	  0	  0
345	"Add Combo Damage"				7	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
346	"Add Blood Storm Improved"			5	95	31	3	4	3000	4	0	0		0		0		0		0		1		200		-1		-1		0		138			0		  0	  3	  0	  3	  0	  0	  0	  0	  0	  0	  0
347	"Add Attack Success Rate PvP"			14	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  0	  3	  3	  3	  3
348	"Add Two Hand Sword Damage"			42	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  3	  0	  0	  0	  0	  0	  0	  0
349	"Add One Hand Sword Damage"			22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  3	  0	  0	  0	  0	  0	  0	  0
350	"Add Mace Damage"				3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
351	"Add Spear Damage"				41	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
352	"Add Two Hand Sword Mastery"			41	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  3	  0	  0	  0	  0	  0	  0	  0
353	"Add One Hand Sword Mastery"			23	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  3	  0	  0	  0	  0	  0	  0	  0
354	"Add Mace Mastery"				1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
355	"Add Spear Mastery"				1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
356	"Add Greater Life Improved"			7	24	26	0	5	0	0	8	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  3	  0
357	"Add MP Consumption Rate"			18	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  0	  3	  3	  3	  3
358	"Add Hunt SD"					11	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  0	  3	  3	  3	  3
359	"Add Hunt HP"					6	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  0	  3	  3	  3	  3
360	"Add Greater Life Enhanced"			7	26	28	0	5	0	0	135	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  3	  0
361	"Add Min Physi Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  3	  3	  0	  0	  3	  0	  3	  3
362	"Add Hunt MP"					6	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  0	  3	  3	  3	  3
363	"Add Greater Life Mastered"			7	28	30	0	5	0	0	136	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
364	"Add Max Physi Damage"				3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  3	  3	  0	  0	  3	  0	  3	  3
366	"Add Critical Damage Rate"			38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  0	  3	  3	  3	  3
367	"Add Restore MP Rate"				38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  0	  3	  3	  3	  3
368	"Add Restore HP Rate"				38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  0	  3	  3	  3	  3
369	"Add Excellent Damage Rate"			38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  0	  3	  3	  3	  3
370	"Add Double Damage Rate"			38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  0	  3	  3	  3	  3
371	"Add Ignore Defense Rate"			38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  0	  3	  3	  3	  3
372	"Add Restore SD Rate"				38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  0	  3	  3	  3	  3
373	"Increases triple damage rate"			38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  0	  0	  3	  0	  0
374	"Eternal Wings Absorption PowUp"		38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
375	"Add DW Wing Defense"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
377	"Add DW Wing Damage"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
378	"Add Flame Improved"				17	55	0	6	6	0	1	0	0		0		0		0		0		4		100		-1		-1		0		120			0		  3	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
379	"Add Lightning Improved"			40	20	0	6	0	0	4	0	0		0		0		0		0		4		40		-1		-1		0		180			0		  3	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
380	"Add Magic Circle Improved"			1	220	55	6	0	0	0	138	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
381	"Add Inferno Improved"				4	220	0	0	6	0	1	0	0		0		0		0		0		4		90		-1		-1		0		110			0		  3	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
382	"Add Blast Improved"				17	165	0	6	6	0	4	0	0		0		0		0		0		4		150		-1		-1		0		130			0		  3	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
383	"Add Magic Circle Enhanced"			1	220	55	6	0	0	0	139	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
384	"Add Poison Improved"				40	46	0	6	0	0	5	55	0		0		0		0		0		4		50		-1		-1		0		150			0		  3	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
385	"Add Evil Spirit Improved"			4	108	0	6	6	0	5	0	0		0		0		0		0		4		150		-1		-1		0		110			0		  3	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
386	"Add Magic Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  3	  0	  3
387	"Add Decay Improved"				17	120	10	6	4	0	5	55	0		0		0		0		0		4		100		-1		-1		0		110			0		  3	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
388	"Add Hell Fire Improved"			40	176	0	0	6	0	1	0	0		0		0		0		0		4		200		-1		-1		0		130			0		  3	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
389	"Add Ice Improved"				40	42	0	6	0	0	2	56	0		0		0		0		0		4		45		-1		-1		0		150			0		  3	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
390	"Add Meteorite Improved"			40	13	0	6	0	0	3	0	0		0		0		0		0		4		45		-1		-1		0		190			0		  3	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
391	"Add Ice Storm Improved"			17	110	5	6	4	0	2	56	0		0		0		0		0		4		90		-1		-1		0		115			0		  3	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
392	"Add Nova Improved"				17	198	49	6	6	0	1	0	0		0		0		0		0		-1		-1		-1		-1		0		160			0		  3	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
393	"Add Ice Storm Enhanced"			22	110	5	6	4	0	2	56	0		0		0		0		0		4		90		-1		-1		0		115			0		  3	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
394	"Add Meteorite Enhanced"			1	14	0	6	0	0	3	0	0		0		0		0		0		4		45		-1		-1		0		190			0		  3	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
395	"Nova Cast Strengthener"			22	198	49	6	0	0	1	0	0		1052		0		0		0		-1		-1		-1		-1		0		160			0		  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
397	"Add One Hand Staff Damage"			22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
398	"Add Two Hand Staff Damage"			42	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
399	"Add Shield Defense"				10	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
400	"Add One Hand Staff Mastery"			23	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
401	"Add Two Hand Staff Mastery"			42	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
402	"Add Shield Mastery"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
403	"Add Mana Shield Improved"			7	77	24	6	0	0	0	4	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
404	"Add Mana Shield Enhanced"			10	84	26	6	0	0	0	4	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
405	"Add Min Magic Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  3	  0	  0	  0	  0	  3	  0	  3
406	"Add Mana Shield Mastered"			7	92	28	6	0	0	0	140	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
407	"Add Max Magic Damage"				3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  3	  0	  0	  0	  0	  3	  0	  3
409	"Illusion Wings Absorption PowUp"		38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
410	"Add FE Wing Defense"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
411	"Add Five Shot Improved"			22	11	7	6	6	0	4	0	0		0		0		0		0		2		100		-1		-1		0		105			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
412	"Add FE Wing Damage"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
413	"Add Heal Improved"				22	22	0	6	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		3		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
414	"Add Triple Shot Improved"			4	5	0	6	6	0	4	0	0		0		0		0		0		2		100		-1		-1		0		160			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
415	"Add Summon Life"				16	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
416	"Add Penetration Improved"			17	10	11	6	6	0	4	0	0		0		0		0		0		2		200		-1		-1		0		130			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
417	"Add Greater Defense Improved"			22	33	0	6	0	0	0	2	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
418	"Add Triple Shot Enhanced"			0	9	0	6	6	0	4	0	0		0		0		0		0		2		100		-1		-1		0		160			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
419	"Add Summon Defense"				16	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
420	"Add Greater Damage Improved"			22	44	0	6	0	0	0	1	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
421	"Add Weapon Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
422	"Add Greater Damage Enhanced"			22	48	0	6	0	0	0	1	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
423	"Add Greater Defense Enhanced"			22	36	0	6	0	0	0	2	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
424	"Add Ice Arrow Improved"			22	15	18	8	0	0	2	57	0		0		0		0		0		2		150		-1		-1		0		115			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
425	"Add Cure"					0	72	10	6	0	3000	0	0	0		0		0		0		0		-1		-1		-1		-1		3		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
426	"Add Party Healing"				0	66	12	6	6	5000	0	0	0		0		0		0		0		-1		-1		-1		-1		3		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
427	"Add Poison Arrow"				27	50	50	6	0	1000	5	159	0		0		0		0		0		2		100		-1		-1		0		165			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
428	"Add Summon Damage"				16	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
429	"Add Party Healing Improved"			22	72	13	6	6	3000	0	0	0		0		0		0		0		-1		-1		-1		-1		3		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
430	"Add Bless"					0	108	18	6	0	3000	0	142	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
431	"Add Five Shot Enhanced"			1	12	8	6	6	0	4	0	0		0		0		0		0		2		100		-1		-1		0		105			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
432	"Add Summon Satyros"				0	525	52	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		4		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
433	"Add Bless Improved"				10	118	20	6	0	3000	0	142	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
434	"Add Poison Arrow Improved"			40	50	50	6	0	500	5	160	0		0		0		0		0		2		100		-1		-1		0		165			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
435	"Add Bow Damage"				3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
436	"Add Cross Bow Damage"				4	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
437	"Add Shield Defense"				10	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
438	"Add Bow Mastery"				23	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
439	"Add Cross Bow Mastery"				5	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
440	"Add Shield Mastery"				15	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
441	"Add Infinity Arrow Improved"			1	55	11	0	0	0	0	143	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
442	"Add Min Physi Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
443	"Add Max Physi Damage"				3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
445	"DimensionWings Absorb PowUp"			38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
446	"Add SU Wing Defense"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
447	"Add SU Wing Damage"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
451	"Add Sahamutt Enhanced"				7	0	0	0	0	1000	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
452	"Add Neil Enhanced"				1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
453	"Add Ghost Phantom Enhanced"			7	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
454	"Add Sleep Improved"				1	30	7	6	0	0	0	72	0		0		0		0		0		-1		-1		-1		-1		2		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
455	"Add Chain Lightning Improved"			22	103	0	6	3	0	4	0	0		0		0		0		0		4		200		-1		-1		0		105			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
456	"Add Red Storm Improved"			22	125	10	6	5	0	4	85	0		0		0		0		0		4		200		-1		-1		0		105			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
457	"Add Magic Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
458	"Add Drain Life Improved"			22	57	0	6	0	0	5	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
459	"Add Lesser Damage Improved"			3	50	15	8	5	30000	0	162	0		0		0		0		0		-1		-1		-1		-1		2		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
460	"Add Lesser Defense Improved"			3	50	15	8	5	30000	0	163	0		0		0		0		0		-1		-1		-1		-1		2		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
461	"Add Blind"					0	115	25	3	0	5000	0	73	0		0		0		0		0		-1		-1		-1		-1		2		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
462	"Add Drain Life Enhanced"			9	62	0	6	0	0	5	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
463	"Add Blind Improved"				1	126	27	3	0	5000	0	144	0		0		0		0		0		-1		-1		-1		-1		2		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
465	"Add Stick Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
466	"Add Book Damage"				4	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
467	"Add Stick Mastery"				5	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
468	"Add Book Mastery"				23	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
469	"Add Sword Power Improved"			172	165	82	5	0	5000	0	150	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
470	"Add Sword Power Enhanced"			173	181	90	5	0	5000	0	151	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
471	"Add Min Magic Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
473	"Add Max Magic Damage"				3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
475	"Wing of Ruin Absorption PowUp"			38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
476	"Add MG Wing Defense"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
478	"Add MG Wing Damage"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
479	"Add Cyclone Improved"				4	9	0	2	0	0	4	0	0		0		0		0		0		1		30		-1		-1		0		165			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
480	"Add Lightning Improved"			40	20	0	6	0	0	4	0	0		0		0		0		0		4		40		-1		-1		0		180			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
481	"Add Twisting Slash Improved"			40	10	10	2	3	0	4	0	0		0		0		0		0		1		40		-1		-1		0		150			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
482	"Add Power Slash Improved"			17	15	0	5	5	0	4	0	0		0		0		0		0		1		100		-1		-1		0		125			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
