//Index   Flag   MapN   MapSX   MapSY   MapTX   MapTY   TargetGate   TargetDir   MinLevel   MaxLevel   MinReset   MaxReset   AccountLevel
498       2      110    181     188     183     188     0            0           0          *          *          *          0
499       1      110    179     210     180     211     500          0           0          *          *          *          0
500       2      110    34      198     35      199     0            0           0          *          *          *          0
501       1      110    36      195     37      196     502          0           0          *          *          *          0
502       2      110    181     208     183     209     0            0           0          *          *          *          0
503       0      79     203     56      207     59      0            0           0          *          *          *          0
504       0      79     188     90      192     91      0            0           0          *          *          *          0
505       0      79     221     91      227     92      0            0           0          *          *          *          0
506       0      79     191     20      194     23      0            0           0          *          *          *          0
507       0      79     170     55      173     59      0            0           0          *          *          *          0
508       0      79     230     28      236     29      0            0           0          *          *          *          0
509       0      112    236     152     237     153     0            0           400        *          *          *          0
510       1      8      176     38      178     40      511          0           400        *          *          *          0
511       2      112    236     152     237     153     0            0           400        *          *          *          0
512       1      112    198     173     199     175     513          0           400        *          *          *          0
513       2      112    107     67      108     68      0            0           400        *          *          *          0
514       1      112    80      233     81      235     515          0           400        *          *          *          0
515       2      112    201     155     202     156     0            0           400        *          *          *          0
516       1      112    199     137     200     138     517          0           400        *          *          *          0
517       2      112    82      226     83      227     0            0           400        *          *          *          0
518       1      112    100     66      101     68      519          0           400        *          *          *          0
519       2      112    201     155     202     156     0            0           400        *          *          *          0
520       1      112    236     175     239     176     521          0           400        *          *          *          0
521       2      8      187     54      189     55      0            0           400        *          *          *          0
522       0      113    24      118     27      121     0            0           700        *          *          *          0
523       1      57     208     219     211     221     524          3           700        *          *          *          0
524       2      113    24      118     27      121     0            1           700        *          *          *          0
525       1      113    17      118     19      121     526          1           700        *          *          *          0
526       2      57     214     203     218     206     0            3           700        *          *          *          0
527       1      113    62      108     67      112     528          0           700        *          *          *          0
528       2      113    149     85      152     88      0            0           700        *          *          *          0
529       1      113    143     89      149     91      530          0           700        *          *          *          0
530       2      113    60      108     62      112     0            0           700        *          *          *          0
531       0      113    22      228     27      229     0            0           700        *          *          *          0
532       1      79     227     55      227     60      533          0           0          *          *          *          0
533       2      114    232     56      234     59      0            0           0          *          *          *          0
534       1      114    228     56      229     59      535          0           0          *          *          *          0
535       2      79     223     56      224     59      0            0           0          *          *          *          0
537       0      114    238     237     239     238     0            0           750        *          *          *          0
540       0      121    147     27      148     28      0            0           0          *          *          *          0
541       1      0      176     29      178     32      542          0           770        *          *          *          0
542       2      116    120     125     121     128     0            0           770        *          *          *          0
543       1      116    117     124     118     125     544          0           770        *          *          *          0
544       2      0      179     30      181     31      0            0           770        *          *          *          0
545       1      116    130     130     131     131     546          0           770        *          *          *          0
546       2      117    131     128     132     129     0            0           770        *          *          *          0
547       1      117    129     131     132     132     548          0           770        *          *          *          0
548       2      116    128     127     129     130     0            0           770        *          *          *          0
549       1      117    116     124     117     127     550          0           770        *          *          *          0
550       2      118    123     123     124     124     0            0           770        *          *          *          0
551       1      118    121     118     122     120     552          0           770        *          *          *          0
552       2      117    131     127     132     128     0            0           770        *          *          *          0
553       1      118    135     130     136     131     554          0           770        *          *          *          0
554       2      119    125     119     126     120     0            0           770        *          *          *          0
555       1      119    122     117     123     119     556          0           770        *          *          *          0
556       2      118    135     127     136     128     0            0           770        *          *          *          0
557       1      119    136     131     137     132     558          0           770        *          *          *          0
558       2      120    126     119     127     120     0            0           770        *          *          *          0
559       1      120    121     118     122     120     560          0           770        *          *          *          0
560       2      119    136     127     137     128     0            0           770        *          *          *          0
561       0      116    120     125     121     128     0            0           770        *          *          *          0
562       0      117    131     128     132     129     0            0           770        *          *          *          0
563       0      118    123     123     124     124     0            0           770        *          *          *          0
564       0      119    125     119     126     120     0            0           770        *          *          *          0
565       0      120    126     119     127     120     0            0           770        *          *          *          0
566       0      0      138     120     139     121     0            0           0          *          *          *          0
567       0      122    128     110     140     125     0            0           800        *          *          *          0
568       1      122    126     128     127     129     569          0           800        *          *          *          0
569       2      122    103     159     104     160     0            0           800        *          *          *          0
570       1      122    107     154     108     155     571          0           800        *          *          *          0
571       2      122    128     125     129     126     0            0           800        *          *          *          0
572       1      122    148     111     148     113     573          0           800        *          *          *          0
573       2      122    182     102     183     103     0            0           800        *          *          *          0
574       1      122    177     102     177     104     575          0           800        *          *          *          0
575       2      122    142     112     143     113     0            0           800        *          *          *          0
576       1      122    132     102     133     103     577          0           800        *          *          *          0
577       2      122    132     68      133     69      0            0           800        *          *          *          0
578       1      122    133     73      135     73      579          0           800        *          *          *          0
579       2      122    133     107     134     108     0            0           800        *          *          *          0
580       1      122    120     113     121     114     581          0           800        *          *          *          0
581       2      122    88      104     89      105     0            0           800        *          *          *          0
582       1      122    92      105     92      107     583          0           800        *          *          *          0
583       2      122    125     114     126     115     0            0           800        *          *          *          0
584       1      122    142     128     144     129     585          0           800        *          *          *          0
585       2      122    160     152     161     153     0            0           800        *          *          *          0
586       1      122    158     150     160     151     587          0           800        *          *          *          0
587       2      122    139     125     140     126     0            0           800        *          *          *          0
588       1      122    241     91      242     92      590          0           800        *          *          *          0
589       1      122    12      158     13      158     590          0           800        *          *          *          0
590       0      122    192     9       193     11      0            0           800        *          *          *          0
591       0      123    236     87      239     91      0            0           850        *          *          *          0
592       1      123    215     109     216     111     593          0           850        *          *          *          0
593       2      123    204     64      208     67      0            0           850        *          *          *          0
594       1      123    207     67      210     68      595          0           850        *          *          *          0
595       2      123    220     107     221     111     0            0           850        *          *          *          0
596       1      123    217     116     220     117     597          0           850        *          *          *          0
597       2      126    204     64      208     67      0            0           850        *          *          *          0
598       1      126    207     67      210     68      599          0           850        *          *          *          0
599       2      123    222     111     225     113     0            0           850        *          *          *          0
600       1      123    223     122     226     122     601          0           850        *          *          *          0
601       2      124    204     64      208     67      0            0           850        *          *          *          0
602       1      124    207     67      210     68      603          0           850        *          *          *          0
603       2      123    226     117     230     119     0            0           850        *          *          *          0
604       1      123    228     127     231     128     605          0           850        *          *          *          0
605       2      127    204     64      208     67      0            0           850        *          *          *          0
606       1      127    207     67      210     68      607          0           850        *          *          *          0
607       2      123    233     112     236     124     0            0           850        *          *          *          0
608       1      123    235     129     237     130     609          0           850        *          *          *          0
609       2      125    204     64      208     67      0            0           850        *          *          *          0
610       1      125    207     67      210     68      611          0           850        *          *          *          0
611       2      123    236     124     239     125     0            0           850        *          *          *          0
612       1      2      159     55      160     59	613          3           850        *          *          *          0
613       2      123    236     87      239     91	0            3           850        *          *          *          0
614       1      123    232     86      234     89	615          7           850        *          *          *          0
615       2      2      163     54      165     59	0            3           850        *          *          *          0
616       0      123    224     111     231     115	0            0           850        *          *          *          0
617       0      128    129     126     132     129     0            0           1000       *          *          *          0
618       0      129    128     124     131     127     0            0           1020       *          *          *          0
619       0      130    128     122     131     126     0            0           1030       *          *          *          0
620       0      131    236     13      242     16      0            0           1050       *          *          *          0
621       1      131    196     25      198     27      622          0           1050       *          *          *          0
622       2      131    80      74      82      77      0            0           1050       *          *          *          0
623       1      131    75      74      77      76      624          0           1050       *          *          *          0
624       2      131    197     30      200     29      0            0           1050       *          *          *          0
625       1      131    206     42      211     43      626          0           1050       *          *          *          0
626       2      131    141     204     145     203     0            0           1050       *          *          *          0
627       1      131    143     208     144     210     628          0           1050       *          *          *          0
628       2      131    207     38      210     38      0            0           1050       *          *          *          0
629       1      8      188     74      190     76      630          0           1050       *          *          *          0
630       2      131    240     19      244     21      0            0           1050       *          *          *          0
631       0      132    123     114     132     128     0            0           1070       *          *          *          0
632       1      4      3       238     4       242     633          0           1070       *          *          *          0
633       2      132    123     114     132     128     0            0           1070       *          *          *          0
634       0      133    125     57      132     59      0            0           1100       *          *          *          0
635       1      51     219     123     222     125     636          0           1100       *          *          *          0
636       2      133    125     57      132     59      0            0           1100       *          *          *          0
637       1      133    125     61      130     61      638          0           1100       *          *          *          0
638       2      51     218     118     223     119     0            0           1100       *          *          *          0
639       1      133    123     13      133     21      640          0           1100       *          *          *          0
640       2      133    124     186     131     131     0            0           1100       *          *          *          0
641       1      133    124     190     127     194     642          0           1100       *          *          *          0
642       2      133    128     21      131     26      0            0           1100       *          *          *          0
end
